Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hampton Park,6 The Mews,3,h,400000,PI,Stockdale,8/07/2017,33.3,3976,3,1,1,301,98,1998,Casey City Council,-38.0457,145.27395,South-Eastern Metropolitan,8256
Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,8/07/2017,5.3,3122,1,1,1,0,49,1960,Boroondara City Council,-37.81823,145.03972,Southern Metropolitan,11308
Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,8/07/2017,6.2,3123,2,1,1,915,73,1970,Boroondara City Council,-37.81835,145.05895,Southern Metropolitan,6482
Heidelberg,100 Buckingham Dr,4,h,1430000,VB,Miles,8/07/2017,8.9,3084,4,2,3,680,,,Banyule City Council,-37.74605,145.08504,Eastern Metropolitan,2890
Heidelberg,7/74 Hawdon St,2,u,534000,S,Miles,8/07/2017,8.9,3084,2,1,1,2033,,,Banyule City Council,-37.75715,145.06463,Eastern Metropolitan,2890
Heidelberg West,12 Achilles St,3,h,575500,S,Miles,8/07/2017,8.8,3081,3,1,1,436,,,Banyule City Council,-37.73459,145.04394,Eastern Metropolitan,2674
Heidelberg West,37 Buna St,3,h,600000,VB,Haughton,8/07/2017,8.8,3081,3,1,2,481,,,Banyule City Council,-37.73597,145.03916,Eastern Metropolitan,2674
Heidelberg West,5/459 Waterdale Rd,2,u,445000,VB,Miles,8/07/2017,8.8,3081,2,1,1,94,,,Banyule City Council,-37.74392,145.04692,Eastern Metropolitan,2674
Highett,44 Graham Rd,3,h,1430000,SP,Buxton,8/07/2017,16,3190,3,1,0,703,,,Bayside City Council,-37.9511,145.04171,Southern Metropolitan,4794
Highett,33 Haynes St,4,h,1820000,S,hockingstuart,8/07/2017,16,3190,4,2,2,680,680,2006,Bayside City Council,-37.94882,145.03111,Southern Metropolitan,4794
Hillside,19 Wolviston Av,4,h,660000,S,Barry,8/07/2017,18,3037,4,2,2,724,,,Brimbank City Council,-37.6869,144.7485,Western Metropolitan,5556
Hughesdale,40 Canterbury St,5,h,1475000,S,Woodards,8/07/2017,12.3,3166,5,2,3,548,157,1920,Monash City Council,-37.90403,145.08118,Southern Metropolitan,3145
Hughesdale,2/25 Latrobe St,2,u,641000,S,Woodards,8/07/2017,12.3,3166,,,,,,,Monash City Council,,,Southern Metropolitan,3145
Ivanhoe,49 Carn Av,5,h,2100000,PI,Upper,8/07/2017,7.8,3079,5,3,2,740,222,1960,Banyule City Council,-37.76086,145.05177,Eastern Metropolitan,5549
Ivanhoe,62 Hawker St,3,h,1510000,S,Nelson,8/07/2017,7.8,3079,3,1,2,670,,,Banyule City Council,-37.75973,145.03808,Eastern Metropolitan,5549
Ivanhoe,3/40 Magnolia Rd,3,u,880000,VB,Barry,8/07/2017,7.8,3079,3,2,1,252,,,Banyule City Council,-37.75842,145.05075,Eastern Metropolitan,5549
Ivanhoe,207 Waterdale Rd,2,h,1320000,S,Miles,8/07/2017,7.8,3079,2,1,0,620,114,1920,Banyule City Council,-37.76091,145.04437,Eastern Metropolitan,5549
Jacana,17 Fidge Ct,2,h,575500,S,RW,8/07/2017,14,3047,2,1,1,662,98,1960,Hume City Council,-37.68988,144.91113,Northern Metropolitan,851
Keilor,20 Hopkins Av,3,h,775000,S,Daniel,8/07/2017,14.5,3036,3,2,2,547,,,Brimbank City Council,-37.71796,144.827,Western Metropolitan,2339
Keilor,37 Parramatta Rd,4,h,635000,S,Nelson,8/07/2017,14.5,3036,4,2,2,531,138,1975,Brimbank City Council,-37.71368,144.82082,Western Metropolitan,2339
Keilor Downs,14 Carbine Wy,3,h,675000,S,Ray,8/07/2017,15.5,3038,3,2,4,708,,,Brimbank City Council,-37.72659,144.79668,Western Metropolitan,3656
Keilor Downs,131 Odessa Av,3,h,620000,S,Barry,8/07/2017,15.5,3038,3,1,4,650,100,1985,Brimbank City Council,-37.71575,144.80598,Western Metropolitan,3656
Keilor East,71 Nyah St,5,h,1005000,SA,Nelson,8/07/2017,11.7,3033,5,3,2,596,176,1970,Brimbank City Council,-37.7305,144.86863,Western Metropolitan,5629
Keilor East,3A Warren Ct,4,t,710000,S,Barry,8/07/2017,11.7,3033,4,2,1,330,,,Brimbank City Council,-37.74165,144.86279,Western Metropolitan,5629
Keilor Park,4 Eaglefarm Ct,3,h,655000,S,Barry,8/07/2017,10.4,3042,,,,,,,Brimbank City Council,,,Western Metropolitan,1119
Keilor Park,39 Flinders St,3,h,700000,S,Nelson,8/07/2017,10.4,3042,3,1,1,590,130,1970,Brimbank City Council,-37.7219,144.85239,Western Metropolitan,1119
Keilor Park,2/12 Randwick Dr,3,h,635000,PI,Nelson,8/07/2017,10.4,3042,3,2,2,174,,2002,Brimbank City Council,-37.72012,144.86149,Western Metropolitan,1119
Kensington,112/86 Altona St,2,u,438000,S,Pagan,8/07/2017,3.4,3031,2,1,1,4267,,,Melbourne City Council,-37.79662,144.9254,Northern Metropolitan,5263
Kensington,101/18 Bent St,2,u,710000,VB,Alexkarbon,8/07/2017,3.4,3031,2,2,1,2135,132,,Melbourne City Council,-37.79561,144.93499,Northern Metropolitan,5263
Kensington,14/8 Mawbey St,1,u,390000,SP,Edward,8/07/2017,3.4,3031,1,1,1,0,60,2000,Melbourne City Council,-37.79023,144.92335,Northern Metropolitan,5263
Kensington,109/102 Rankins Rd,1,u,410000,PI,Rendina,8/07/2017,3.4,3031,1,1,1,1053,,,Melbourne City Council,,,Northern Metropolitan,5263
Kew,1/1203 Burke Rd,3,t,1205000,S,Xynergy,8/07/2017,5.4,3101,3,2,2,257,,,Boroondara City Council,-37.81317,145.05993,Southern Metropolitan,10331
Kew,88 Gladstone St,3,h,1410000,PI,Noel,8/07/2017,5.4,3101,3,1,1,404,113,1930,Boroondara City Council,-37.79893,145.04266,Southern Metropolitan,10331
Kew,9/78 Walpole St,1,u,520000,S,Nelson,8/07/2017,5.4,3101,1,1,1,0,,,Boroondara City Council,-37.80059,145.03274,Southern Metropolitan,10331
Keysborough,19 Denmark Rd,5,h,1100000,PI,VicHomes,8/07/2017,25.2,3173,5,3,2,522,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,8459
Kilsyth,42 Byron Rd,3,h,811000,SA,Barry,8/07/2017,26,3137,3,1,3,992,,1957,Maroondah City Council,-37.80467,145.30297,Eastern Metropolitan,4654
Kooyong,6/723 Toorak Rd,2,u,,W,Rodney,8/07/2017,5.9,3144,,,,,,,Stonnington City Council,,,Southern Metropolitan,394
Lalor,3 Currawong Av,3,h,,SN,Ray,8/07/2017,16.3,3075,3,1,1,551,,1970,Whittlesea City Council,-37.66101,145.013,Northern Metropolitan,8279
Lalor,23 Cyprus St,3,h,710500,S,Barry,8/07/2017,16.3,3075,3,2,1,655,120,1975,Whittlesea City Council,-37.67414,145.0205,Northern Metropolitan,8279
Lalor,18 Howell St,3,h,752000,S,hockingstuart,8/07/2017,16.3,3075,3,1,2,604,102,1950,Whittlesea City Council,-37.6708,145.01353,Northern Metropolitan,8279
Lalor,17 Menzies Pde,3,h,622000,S,Ray,8/07/2017,16.3,3075,3,1,2,575,113,1970,Whittlesea City Council,-37.67146,145.03232,Northern Metropolitan,8279
Langwarrin,11 Lang Rd,3,h,500000,S,C21,8/07/2017,41,3910,,,,,,,Frankston City Council,,,Eastern Victoria,8743
MacLeod,5/105 Torbay St,2,u,611000,S,Darren,8/07/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
Maidstone,1/1 Clarendon St,3,t,650000,PI,Jas,8/07/2017,6.4,3012,3,2,2,159,128,2016,Maribyrnong City Council,-37.78502,144.86733,Western Metropolitan,3873
Maidstone,19/8 Crefden St,2,u,435000,S,Biggin,8/07/2017,6.4,3012,2,2,1,0,96,2017,Maribyrnong City Council,-37.77813,144.87287,Western Metropolitan,3873
Maidstone,35 Lindenow St,3,h,876000,S,Biggin,8/07/2017,6.4,3012,3,1,2,420,,,Maribyrnong City Council,-37.77915,144.88137,Western Metropolitan,3873
Malvern,4/30 Finlayson St,1,u,338000,SP,hockingstuart,8/07/2017,5.9,3144,1,1,1,0,,1970,Stonnington City Council,-37.87012,145.03545,Southern Metropolitan,4675
Malvern East,25/997 Dandenong Rd,2,u,370000,S,Ray,8/07/2017,8.4,3145,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801
Maribyrnong,8 Mitchell St,4,h,1340000,S,hockingstuart,8/07/2017,4.3,3032,4,1,3,697,155,1920,Maribyrnong City Council,-37.78352,144.88981,Western Metropolitan,4918
McKinnon,101/10 Station Av,3,u,,SP,Steller,8/07/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2397
Meadow Heights,10 Castella Ct,3,h,450000,SP,Barry,8/07/2017,17.4,3048,3,1,1,702,96,1970,Hume City Council,-37.66059,144.92006,Northern Metropolitan,4704
Meadow Heights,23 Goodenia Cl,3,h,440000,S,YPA,8/07/2017,17.4,3048,3,1,2,570,112,1992,Hume City Council,-37.64769,144.91359,Northern Metropolitan,4704
Melbourne,703/8 Exploration La,2,u,,PI,Harcourts,8/07/2017,0,3000,2,2,0,0,50,2010,Melbourne City Council,-37.80919,144.96846,Northern Metropolitan,17496
Melbourne,61/299 Queen St,2,u,1075000,SP,Melbourne,8/07/2017,0,3000,2,2,1,0,,,Melbourne City Council,-37.81141,144.95879,Northern Metropolitan,17496
Melton,28 Atkin St,4,h,550000,PI,Ryder,8/07/2017,31.7,3337,4,2,2,1241,194,1970,Melton City Council,-37.68686,144.58157,Western Victoria,3600
Melton,22 Bittern St,3,h,373500,S,HAR,8/07/2017,31.7,3337,3,2,2,586,118,1980,Melton City Council,-37.67831,144.57342,Western Victoria,3600
Melton South,69 Andrew St,3,h,,PI,Raine,8/07/2017,29.8,3338,3,2,2,699,96,2000,Melton City Council,-37.69396,144.5793,Western Victoria,4718
Melton South,1/33 Staughton St,2,h,280500,S,Raine,8/07/2017,29.8,3338,2,1,1,180,,1990,Melton City Council,-37.70411,144.57159,Western Victoria,4718
Mentone,11/19 Brindisi St,2,u,640000,S,Chisholm,8/07/2017,20,3194,2,1,1,128,72,1972,Kingston City Council,-37.98346,145.06313,South-Eastern Metropolitan,6162
Mentone,21 Derwent St,4,h,1322000,S,O'Brien,8/07/2017,20,3194,4,2,2,556,,,Kingston City Council,-37.97911,145.08045,South-Eastern Metropolitan,6162
Mentone,1/1 Franklin St,3,t,940000,S,hockingstuart,8/07/2017,20,3194,3,1,2,331,157.9352,1989,Kingston City Council,-37.97759,145.06482,South-Eastern Metropolitan,6162
Mernda,20 McCubbin Wy,4,h,,PI,Iconek,8/07/2017,25.9,3754,4,2,2,335,154,2010,Whittlesea City Council,-37.59199,145.09061,Northern Metropolitan,5812
Middle Park,201 Ashworth St,3,h,,S,Marshall,8/07/2017,3,3206,3,1,0,88,130,2000,Port Phillip City Council,-37.85472,144.9646,Southern Metropolitan,2019
Mill Park,26 Coventry Cr,3,h,767500,S,Ray,8/07/2017,17.9,3082,3,2,2,649,,,Whittlesea City Council,-37.67633,145.06922,Northern Metropolitan,10529
Mill Park,79 Freeman Cr,3,h,705000,S,Love,8/07/2017,17.9,3082,3,2,2,531,,,Whittlesea City Council,-37.66462,145.05659,Northern Metropolitan,10529
Mill Park,23 Galilee Cr,3,h,705000,S,RW,8/07/2017,17.9,3082,3,2,2,840,161,1970,Whittlesea City Council,-37.67391,145.0618,Northern Metropolitan,10529
Mill Park,15 Heritage Dr,4,h,790000,S,Ray,8/07/2017,17.9,3082,4,2,2,530,186,1990,Whittlesea City Council,-37.65217,145.04863,Northern Metropolitan,10529
Mill Park,7 Mew Ct,4,h,676000,S,Harcourts,8/07/2017,17.9,3082,4,2,2,537,,,Whittlesea City Council,-37.65532,145.04131,Northern Metropolitan,10529
Mill Park,15 Mockridge Dr,5,h,704500,S,Ray,8/07/2017,17.9,3082,5,3,2,656,130,1970,Whittlesea City Council,-37.6641,145.05123,Northern Metropolitan,10529
Mill Park,49 Romano Av,4,h,550000,S,Ray,8/07/2017,17.9,3082,4,2,1,531,175,1970,Whittlesea City Council,-37.65121,145.05404,Northern Metropolitan,10529
Mill Park,53 Romano Av,5,h,598000,S,Ray,8/07/2017,17.9,3082,5,3,1,531,122,1990,Whittlesea City Council,-37.65116,145.05439,Northern Metropolitan,10529
Mill Park,15 Warburton Ct,3,h,592000,S,Harcourts,8/07/2017,17.9,3082,3,1,1,622,128,1992,Whittlesea City Council,-37.66294,145.06301,Northern Metropolitan,10529
Mill Park,11 Woolnough Dr,3,h,602000,S,Ray,8/07/2017,17.9,3082,3,1,1,546,136,1977,Whittlesea City Council,-37.65359,145.04276,Northern Metropolitan,10529
Mitcham,9 Lake Av,4,h,1401000,S,Philip,8/07/2017,17.2,3132,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871
Mitcham,8 Peel St,3,h,1095000,S,McGrath,8/07/2017,17.2,3132,3,1,1,493,,,Whitehorse City Council,-37.81498,145.18924,Eastern Metropolitan,6871
Mitcham,4/12 Victoria Av,2,h,480000,S,Ray,8/07/2017,17.2,3132,2,1,1,72,,2006,Whitehorse City Council,-37.81477,145.18867,Eastern Metropolitan,6871
Montrose,44 Richards Rd,4,h,735000,S,McGrath,8/07/2017,28.8,3765,4,2,2,846,160,1980,Yarra Ranges Shire Council,-37.81018,145.35396,Eastern Victoria,2493
Moonee Ponds,15 Grandison St,1,h,1425500,S,hockingstuart,8/07/2017,6.2,3039,1,1,1,552,190,,Moonee Valley City Council,-37.76075,144.91927,Western Metropolitan,6232
Moonee Ponds,74 Vine St,3,h,1320000,S,McDonald,8/07/2017,6.2,3039,3,1,2,459,,,Moonee Valley City Council,-37.7693,144.93415,Western Metropolitan,6232
Moonee Ponds,102 Waverley St,4,h,1270000,S,Jellis,8/07/2017,6.2,3039,4,1,3,478,152,1925,Moonee Valley City Council,-37.76421,144.90571,Western Metropolitan,6232
Mooroolbark,5 Byron Ct,3,h,650000,PI,iTRAK,8/07/2017,26.5,3138,3,2,2,1103,126.8,1976,Yarra Ranges Shire Council,-37.78695,145.32513,Eastern Victoria,8280
Mooroolbark,3 Dunoon St,4,h,,W,Raine,8/07/2017,26.5,3138,4,2,2,447,,,Yarra Ranges Shire Council,-37.77871,145.3118,Eastern Victoria,8280
Mooroolbark,103 Landscape Dr,4,h,845000,SP,Fletchers,8/07/2017,26.5,3138,,,,,,,Yarra Ranges Shire Council,,,Eastern Victoria,8280
Mordialloc,49 Jenkins St,4,h,1400000,PI,Ray,8/07/2017,21.5,3195,4,2,2,530,313,2007,Kingston City Council,-38.00429,145.10286,South-Eastern Metropolitan,3650
Mordialloc,9A Montgomery St,3,t,1627000,S,hockingstuart,8/07/2017,21.5,3195,3,2,2,304,233,2007,Kingston City Council,-38.00644,145.08478,South-Eastern Metropolitan,3650
Mount Waverley,1 Kingswood Av,3,h,1150000,SP,Buxton,8/07/2017,14.2,3149,3,2,3,650,,,Monash City Council,-37.89469,145.12363,Eastern Metropolitan,13366
Mount Waverley,2/9 Mummery St,3,t,1375000,S,McGrath,8/07/2017,14.2,3149,3,2,2,366,,,Monash City Council,-37.87904,145.12911,Eastern Metropolitan,13366
Mount Waverley,45 Oakern St,3,h,850000,VB,Jellis,8/07/2017,14.2,3149,3,1,2,288,,,Monash City Council,-37.88598,145.1229,Eastern Metropolitan,13366
Mount Waverley,1/82 Stephensons Rd,3,u,,PN,R&H,8/07/2017,14.2,3149,,,,,,,Monash City Council,,,Eastern Metropolitan,13366
Mount Waverley,15 Virginia St,3,h,1850000,PI,Jellis,8/07/2017,14.2,3149,3,1,1,717,153,1960,Monash City Council,-37.87754,145.12076,Eastern Metropolitan,13366
Mulgrave,3 Catesby Cl,5,h,1016000,SP,Ray,8/07/2017,18.8,3170,5,2,2,873,,,Monash City Council,-37.93706,145.21124,South-Eastern Metropolitan,7113
Mulgrave,90 Haverbrack Dr,3,h,,PI,Ray,8/07/2017,18.8,3170,3,2,2,786,120,1970,Monash City Council,-37.93184,145.20426,South-Eastern Metropolitan,7113
Mulgrave,1 Sutherland Ct,4,h,992000,S,Harcourts,8/07/2017,18.8,3170,4,2,1,790,,,Monash City Council,-37.91375,145.16438,South-Eastern Metropolitan,7113
Murrumbeena,6 Gerald St,4,h,1820000,S,Buxton,8/07/2017,10.1,3163,4,2,1,632,265,1915,Glen Eira City Council,-37.89465,145.06984,Southern Metropolitan,4442
Murrumbeena,22 Reid St,3,h,1620000,S,Buxton,8/07/2017,10.1,3163,3,2,1,669,,,Glen Eira City Council,-37.90583,145.07283,Southern Metropolitan,4442
Newport,32 Collingwood Rd,3,h,1000000,S,Gunn&Co,8/07/2017,6.2,3015,3,1,2,366,,,Hobsons Bay City Council,-37.84346,144.88947,Western Metropolitan,5498
Newport,219 Douglas Pde,2,h,,PN,Raine,8/07/2017,6.2,3015,2,1,1,290,105,1950,Hobsons Bay City Council,-37.84955,144.89346,Western Metropolitan,5498
Noble Park,1/16 Mons Pde,2,t,425000,PI,C21,8/07/2017,22.7,3174,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,11806
Noble Park,200 Railway Pde,3,h,650000,SP,REMAX,8/07/2017,22.7,3174,3,1,1,637,,,Greater Dandenong City Council,-37.97593,145.18931,South-Eastern Metropolitan,11806
North Melbourne,39/101 Leveson St,2,u,785000,S,Nelson,8/07/2017,1.8,3051,2,2,1,0,95,2008,Melbourne City Council,-37.80202,144.95104,Northern Metropolitan,6821
North Melbourne,306/68 Leveson St,2,u,620000,VB,Jellis,8/07/2017,1.8,3051,2,1,1,0,,,Melbourne City Council,-37.80272,144.95174,Northern Metropolitan,6821
Nunawading,2/38 Efron St,4,t,,VB,Fletchers,8/07/2017,15.4,3131,,,,,,,Manningham City Council,,,Eastern Metropolitan,4973
Nunawading,12 Milton St,3,h,1040000,VB,Fletchers,8/07/2017,15.4,3131,3,1,1,728,,,Manningham City Council,-37.82759,145.16751,Eastern Metropolitan,4973
Nunawading,3/29 Mount Pleasant Rd,2,u,676000,S,Fletchers,8/07/2017,15.4,3131,2,1,1,149,84,1970,Manningham City Council,-37.8231,145.17911,Eastern Metropolitan,4973
Nunawading,8 Olwen St,3,h,1002000,S,Fletchers,8/07/2017,15.4,3131,3,1,2,598,143,1960,Manningham City Council,-37.80827,145.17885,Eastern Metropolitan,4973
Nunawading,1/44 Shady Gr,4,t,1175000,S,Noel,8/07/2017,15.4,3131,4,3,2,289,170,2011,Manningham City Council,-37.82895,145.17678,Eastern Metropolitan,4973
Nunawading,8 Suffolk St,4,h,,SN,McGrath,8/07/2017,15.4,3131,4,2,2,685,159,1970,Manningham City Council,-37.80455,145.18251,Eastern Metropolitan,4973
Oakleigh,32 Stamford Rd,3,h,1365000,S,Ray,8/07/2017,12.3,3166,3,2,2,655,,1960,Monash City Council,-37.89542,145.10055,Southern Metropolitan,3224
Oakleigh East,2/16 Lanham St,3,u,800000,S,Ray,8/07/2017,12.3,3166,,,,,,,Monash City Council,,,Southern Metropolitan,2547
Oakleigh East,1/22 Nonna St,3,h,875000,S,Buxton,8/07/2017,12.3,3166,3,2,2,295,144,2006,Monash City Council,-37.90088,145.11692,Southern Metropolitan,2547
Oakleigh South,8 Cedar Ct,3,h,880000,S,Buxton,8/07/2017,15.5,3167,3,2,2,504,,,Kingston City Council,-37.94043,145.09314,South-Eastern Metropolitan,3692
Oakleigh South,19 Murumba Dr,3,h,1150000,S,Woodards,8/07/2017,15.5,3167,3,1,2,509,,,Kingston City Council,-37.9237,145.09211,South-Eastern Metropolitan,3692
Oakleigh South,4/1248 North Rd,4,u,774000,S,HAR,8/07/2017,15.5,3167,4,2,2,0,147,2000,Kingston City Council,-37.91121,145.09598,South-Eastern Metropolitan,3692
Oakleigh South,6 Sinclair St,3,h,1122000,S,Buxton,8/07/2017,15.5,3167,3,1,2,732,,,Kingston City Council,-37.92109,145.10515,South-Eastern Metropolitan,3692
Oakleigh South,14a Valley St,4,t,885000,S,Ray,8/07/2017,15.5,3167,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3692
Ormond,6/26 Lillimur Rd,2,u,,SP,Hodges,8/07/2017,11.4,3204,2,1,1,1103,65,1970,Glen Eira City Council,-37.90188,145.04172,Southern Metropolitan,3578
Ormond,2/50 Lillimur Rd,1,u,327000,S,Buxton,8/07/2017,11.4,3204,1,1,1,0,32,1960,Glen Eira City Council,-37.89976,145.04215,Southern Metropolitan,3578
Ormond,300 Tucker Rd,4,h,1900000,S,Buxton,8/07/2017,11.4,3204,4,2,2,700,210,1920,Glen Eira City Council,-37.9075,145.05329,Southern Metropolitan,3578
Parkdale,1/168 Beach Rd,4,h,2185000,S,Ray,8/07/2017,21.5,3195,4,2,3,220,213,2010,Kingston City Council,-38.00205,145.07853,South-Eastern Metropolitan,5087
Parkville,22 Emu La,2,t,800000,PI,LITTLE,8/07/2017,1.8,3052,2,1,1,145,,,Melbourne City Council,-37.7882,144.94205,Northern Metropolitan,2309
Pascoe Vale,2/210 Cumberland Rd,2,t,605000,S,Ray,8/07/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485
Pascoe Vale,25 Northumberland Rd,3,h,,S,Brad,8/07/2017,8.5,3044,3,2,1,797,,1970,Moreland City Council,-37.72853,144.93135,Northern Metropolitan,7485
Pascoe Vale,6/55 Pleasant St,3,t,706000,S,Barry,8/07/2017,8.5,3044,,,,,,,Moreland City Council,,,Northern Metropolitan,7485
Pascoe Vale,8A Tangyes St,3,h,1210000,S,Nelson,8/07/2017,8.5,3044,3,2,1,330,226,2012,Moreland City Council,-37.72623,144.94521,Northern Metropolitan,7485
Pascoe Vale,29 Zenith St,4,h,,PI,Brad,8/07/2017,8.5,3044,4,2,2,551,247,1975,Moreland City Council,-37.72372,144.93467,Northern Metropolitan,7485
Point Cook,8 Flagstaff Cr,3,h,,PI,Reliance,8/07/2017,14.7,3030,3,2,2,364,,,Wyndham City Council,-37.90308,144.75496,Western Metropolitan,15542
Point Cook,30 Fongeo Dr,5,h,,SN,Ray,8/07/2017,14.7,3030,5,3,2,480,288,2010,Wyndham City Council,-37.91086,144.74306,Western Metropolitan,15542
Point Cook,54 Lancaster Dr,4,h,599900,SP,Biggin,8/07/2017,14.7,3030,,,,,,,Wyndham City Council,,,Western Metropolitan,15542
Port Melbourne,120/99 Dow St,2,u,635000,VB,Cayzer,8/07/2017,3.5,3207,2,2,1,2166,,,Melbourne City Council,-37.84146,144.94121,Southern Metropolitan,8648
Port Melbourne,7/4 Seisman Pl,2,u,,SN,hockingstuart,8/07/2017,3.5,3207,2,1,1,15946,92,2000,Melbourne City Council,-37.84237,144.94486,Southern Metropolitan,8648
Prahran,610/220 Commercial Rd,2,u,1003000,S,hockingstuart,8/07/2017,4.6,3181,2,2,1,0,,2003,Stonnington City Council,-37.84696,144.99364,Southern Metropolitan,7717
Preston,11 Milton Cr,2,h,820000,SP,McGrath,8/07/2017,8.4,3072,2,1,1,155,,,Darebin City Council,-37.75024,145.00413,Northern Metropolitan,14577
Preston,24 Mitchell St,3,h,1150000,SP,McGrath,8/07/2017,8.4,3072,3,0,0,502,,,Darebin City Council,-37.74936,144.98949,Northern Metropolitan,14577
Preston,7 Mitchell St,3,h,,S,Nelson,8/07/2017,8.4,3072,3,1,2,538,118,1920,Darebin City Council,-37.75009,144.98899,Northern Metropolitan,14577
Preston,120 Rene St,3,h,,SN,McGrath,8/07/2017,8.4,3072,3,1,1,433,,,Darebin City Council,-37.73189,145.01535,Northern Metropolitan,14577
Reservoir,23 Acheron Av,3,h,925000,S,Ray,8/07/2017,12,3073,3,1,2,676,,1940,Darebin City Council,-37.72167,145.01706,Northern Metropolitan,21650
Reservoir,53 Ayr St,1,h,750000,PI,Ray,8/07/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650
Reservoir,1/66 Blake St,3,u,530000,VB,Ray,8/07/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650
Reservoir,2/4 Chenies St,2,u,490000,SP,Ray,8/07/2017,12,3073,,,,,,,Darebin City Council,-37.71157,145.02913,Northern Metropolitan,21650
Reservoir,48 Crevelli St,3,h,526250,SP,Barry,8/07/2017,12,3073,3,1,1,308,,,Darebin City Council,-37.72828,145.03033,Northern Metropolitan,21650
Reservoir,24 Daleglen St,1,h,351000,SP,Harcourts,8/07/2017,12,3073,1,1,1,168,63,1950,Darebin City Council,-37.69828,145.02184,Northern Metropolitan,21650
Reservoir,167 Darebin Bvd,3,h,,SP,RT,8/07/2017,12,3073,3,2,2,278,231,2004,Darebin City Council,-37.69986,145.03528,Northern Metropolitan,21650
Reservoir,2 Kerang Av,3,h,760000,S,Love,8/07/2017,12,3073,3,1,1,606,,,Darebin City Council,-37.72057,145.02615,Northern Metropolitan,21650
Reservoir,14 Lane Cr,3,h,880000,S,Ray,8/07/2017,12,3073,,,,,,,Darebin City Council,,,Northern Metropolitan,21650
Reservoir,30 Purinuan Rd,4,h,,W,HAR,8/07/2017,12,3073,4,2,1,737,,,Darebin City Council,-37.7091,145.02976,Northern Metropolitan,21650
Reservoir,82 Radford Rd,3,h,690000,S,Nelson,8/07/2017,12,3073,3,1,2,514,,1960,Darebin City Council,-37.70331,144.9838,Northern Metropolitan,21650
